source,author,title,description,url,url_to_image,published_at,content,category,full_content
BBC News,,Pakistan beat Sri Lanka with record World Cup chase,Pakistan superbly chase a World Cup record 345 to beat Sri Lanka in the game of the 2023 tournament so far in Hyderabad.,https://www.bbc.co.uk/sport/cricket/67071645,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/3942/production/_131385641_gettyimages-1728014854.jpg,2023-10-10 17:09:02.000000,"<table>
<tr><td>ICC Men's Cricket World Cup, Hyderabad</td></tr><tr><td>Sri Lanka 344-9 (50 overs): Mendis 122 (77), Samarawickrama 108 (89); Hassan 4-71</td></tr><tr><td>Pakistan 345-4 (42.8 overs)… [+1717 chars]",Pakistan,
BBC News,,"World Cup: Australia v Pakistan - clips, radio & text","Follow live text, in-play video clips and radio commentary as Australia play Pakistan in the Men's Cricket World Cup 2023.",https://www.bbc.co.uk/sport/live/cricket/66858257,https:////m.files.bbci.co.uk/modules/bbc-morph-sport-seo-meta/1.23.3/images/bbc-sport-logo.png,2023-10-19 14:16:41.000000,"Pakistan captain Babar Azam: ""The pitch looks very good and we'll try to take advantage in the second innings.
""We've had a couple of good sessions in the last couple of days which have given us con… [+240 chars]",Pakistan,
Al Jazeera English,Al Jazeera,Former Pakistan Prime Minister Nawaz Sharif gets bail in corruption cases,Sharif returns to Pakistan in hopes of overturning corruption conviction and running for political office again.,https://www.aljazeera.com/news/2023/10/24/former-pakistan-prime-minister-nawaz-sharif-gets-bail-in-corruption-cases,https://www.aljazeera.com/wp-content/uploads/2023/10/2023-10-24T131801Z_1614556780_RC21Z3A4KW9O_RTRMADP_3_PAKISTAN-POLITICS-NAWAZ-SHARIF-1698163695.jpg?resize=1920%2C1440,2023-10-24 16:18:37.000000,"A Pakistani court has granted bail to three-time former Prime Minister Nawaz Sharif in two corruption cases.
Sharif was convicted in the two cases after his removal as prime minister in 2017.
list … [+1959 chars]",Pakistan,"Sharif returns to Pakistan in hopes of overturning corruption conviction and running for political office again. A Pakistani court has granted bail to three-time former Prime Minister Nawaz Sharif in two corruption cases. Sharif was convicted in the two cases after his removal as prime minister in 2017. TheIslamabad High Court on Tuesday gave Sharif bail until Thursday and prosecutors did not object, trusting he would turn up for the trial, Sharif’s lawyer Azam Nazeer Tarar said. Sharifreturned to Pakistanlast week after four years of self-imposed exile in London in a bid to stand in next year’s elections against his biggest rival, former Prime Minister Imran Khan. Sharif had not set foot in Pakistan since2019 when he travelled to the United Kingdom’s capital for medical treatment while serving a14-year prison sentence for corruption. Earlier, his bail in a separate case was confirmed by a corruption court in Islamabad. “A date will be fixed by the court for when proceedings should start,” Naseer Ahmed Bhutta, another of Sharif’s lawyers, told the Agence France-Presse news agency outside the court. “He will attend all proceedings that he is required to.” Currently, Khan, Sharif’s successor, is imprisoned on corruption charges and serving a three-year sentence. Khan was removed from office in a no-confidence vote in April 2022, but he is still Pakistan’s leading opposition figure and enjoys a large following along with his Pakistan Tehreek-e-Insaf party. Like Khan, Sharif is not currently eligible to run for a seat in parliament. Khan on Monday was indicted in a case in which he is accused of revealing official secrets after his ouster. He faces a possible death sentence in this case and will likely be unable to run in the parliamentary elections. Sharif has returned to lead the campaign for his Pakistan Muslim League (PML-N) party ahead of theelections, due in January. Ahsan Iqbal, a senior PML-N official, said Sharif should be allowed to contest the vote. “We hope that the injustice that was done to him … should be rectified,” Iqbal said. “It is the right of Mr Nawaz Sharif to lead his party, to lead his people andto lead Pakistanto turn around the country.”          Follow Al Jazeera English:"
Business Insider,Tom Porter,Putin wants the world to think the wars in Gaza and Ukraine are a Western plot — and it’s working,The Russian president is seeking to stir hostility towar the West by portraying wars in the Middle East and Ukraine as the result of Western meddling.,https://www.businessinsider.com/putin-wants-world-think-wars-gaza-ukraine-western-plot-russia-2023-10,https://i.insider.com/6540e4ec284fe8aac522c709?width=1200&format=jpeg,2023-10-31 15:49:59.000000,"Russia's President Vladimir Putin (C) chairs a meeting with members of Security Council, Russian government and law enforcement agencies.GAVRIIL GRIGOROV/POOL/AFP via Getty Images
<ul>
<li>Putin sou… [+4680 chars]",Pakistan,"An airport inDagestan, Russia, was at the center of ugly scenes over the weekendwhen a mob chanting antisemitic slurs attempted to seek out Jewish passengers arriving from Tel Aviv. In the wake of the violence, rather than trying to calm tensions in the Muslim-majority region,Russian President Vladimir Putinmade unevidenced claims that the West was responsible for the unrest. ""The events in Makhachkala last night were instigated through social networks, not least from Ukraine, by the hands of agents of Western special services,"" he said in a meeting of the Russian Security Council,according to the AFP news wire. He added that there had been ""attempts"" to destabilize Russian society, and accused the US of being behind the war between Israel and Hamas, which triggered the riots, reported the AFP. ""Who is organizing the deadly chaos and who benefits from it today, in my opinion, has already become obvious... It is the current ruling elites of the US and their satellites who are the main beneficiaries of world instability,"" Putin said. The Russian president has long accused the West of sowing chaos and instability, with Kremlin propagandists casting the war in Ukraine as part of a plot by the West to destroy Russia. Putin's latest remarks are part of a wider plan to convince the world that the West is the enemy — and some countries are buying it. One of Putin's core objectives is to break Western attempts to isolate Russia as punishment for the Ukraine invasion. As part of this, a Russian disinformation campaign has been seeking to link Western-supplied Ukrainian weapons to theHamas terrorist attackson October 7 against Israel, which sparked the war in the Middle East. Analysts say the campaign, along with Putin's latest comments, could deepen the rift between the US, Israel, and Europe, and nations in the Middle East and so-called ""Global South,"" which includes Brazil, India, Pakistan, Indonesia, and China. ""The war in the Middle East will drive a growing wedge between the West and countries like Brazil or Indonesia, key swing states of the Global South,"" Clifford Kupchan, chairman of the Eurasia Group, a New York-based risk assessment organization,told The New York Times. ""That will make international cooperation on Ukraine, like sanctions enforcement on Russia, even harder."" For its part, the US has sought to rally global opposition to Russia by pointing to the atrocities, infrastructure attacks, and human rights abuses committed by the Russian military in Ukraine. But in its adamant support for Israel's campaign in Gaza, which, has so far killed around 8,000 people, it has opened itself to accusations of hypocrisy, analysts say. ""All the discourse and the efforts of the West have been undermined. It's a godsend for Moscow, which hopes to break out of its isolation on the international stage by virtue of the opening of this new front in the Middle East,"" Tatiana Kastueva-Jean, director of the Russia/Eurasia Center of the French Institute of International Relations (IFRI), told Le Monde. ""Russia's invasion has brought to the surface accumulated global anger and resentment towards European countries and the US, whether for centuries of colonialism and neocolonial practices or for the double standards western countries have so often displayed towards the violations of rights and law in different parts of the world,"" Nathalie Tocci, director of the Italian Institute of International Affairs,wrote in The Guardian. Putin is exploiting this rift. In repeatedly portraying the US as the source of the unrest, he wants to bolster not just existing alliances, such as those with Syria, and Hamas' main backer Iran, but also gain favor with the Gulf states whose leaders are traditionally aligned with Washington and whose populations support Palestinian autonomy. The Russian president has good relations with Israel's Prime Minister Benjamin Netanyahu, but apparently sees there is more to be gained in stirring opposition to Israel's campaign in Gaza and its alliance with the US. Russia in recent weeks hosted the leaders of Hamas, the organization behind the October 7 terrorist attacks in Israel, and criticized the Israeli response to the attacks, even likening the Israeli attacks on Gaza to the siege of Leningrad in World War II. In generating anger at the West over war in the Middle East, Putin is betting that he can turn the tables, and the West, not Russia, will be facing isolation."
Al Jazeera English,Al Jazeera,Rare public joy in Kabul after Afghanistan’s World Cup win over Pakistan,Kabul skies were aglow with fireworks as Afghans celebrated stunning Cricket World Cup victory over Pakistan.,https://www.aljazeera.com/news/2023/10/24/rare-public-joy-in-kabul-after-afghanistans-world-cup-win-over-pakistan,https://www.aljazeera.com/wp-content/uploads/2023/10/AP23296612243463-1698140109.jpg?resize=1920%2C1440,2023-10-24 10:22:10.000000,"Fireworks and celebratory gunfire raked Kabuls skies as Afghans celebrated their stunning eight-wicket Cricket World Cup defeat of Pakistan, a rare burst of public jubilation since the Taliban takeov… [+3449 chars]",Pakistan,"Kabul skies were aglow with fireworks as Afghans celebrated stunning Cricket World Cup victory over Pakistan. Fireworks and celebratory gunfire raked Kabul’s skies as Afghans celebrated their stunning eight-wicket Cricket World Cup defeat of Pakistan, a rare burst of public jubilation since the Taliban takeover two years ago. Hundreds of fans swarmed the streets of the capital late on Monday, joining a morass of honking car traffic which wardens struggled to tame. Ecstatic passengers hung off car doors as pedestrians danced and played music despite an effective ban on song and dance dictated by the Taliban government. “Afghanistan has been through so much recently, such moments are always special and must be celebrated properly,” said Kabul resident Sharifullah, who goes by one name. “It feels like we have won the World Cup,” the 25-year-old told the AFP news agency. “Sport always brings unity among the people. Today we are celebrating the victory as a nation.” A superb batting and bowling display saw Afghanistan record their highest chase in ODI cricket, with a successful pursuit of a 283-run target set by Pakistan. It was their first-ever victory over Pakistan in eight ODIs and came just a week after their shock victory over defending champions England. Afghans have been glued to screens of all sizes in recent days – from mobile phones to restaurant TVs and a small number of big screens broadcasting in public parks. Afghanistan and Pakistan have had fractious relations since the Taliban returned to power in August 2021, with Islamabad claiming Kabul is failing to rein in armed groups plotting strikes on its soil. Authorities recently pledged to evict 1.7 million undocumented Afghan refugees who have crossed into the country over the past several decades during successive conflicts. Opening batsman Ibrahim Zadran, who was awarded player of the match for his superb 87-run innings, dedicated the win to “people who are sent from Pakistan back home to Afghanistan”. Although records show cricket being played in Afghanistan more than a century ago, most of the country’s top players learned the game in refugee camps in Pakistan. “We had never witnessed such an amazing performance,” said 23-year-old Taliban government employee Noor Ahmad. “Tonight, Afghanistan’s people are enjoying it, and Pakistan’s people are crying. “We want to celebrate all night. We are going to live and enjoy the moment till morning,” he said. Afghanistan’s win was hailed by the Taliban government, which has enforced an austere imagining of Islam, squeezing women out of public life and effectively barring their participation in sports. “We congratulate the national cricket team, cricket board, and all Afghans on this victory,” said Maulawi Abdul Kabir, political deputy of the prime minister’s office. “This competition showed that Afghan youths are capable in any field and can win. We wish them more success.” Many members of the Afghan women’s cricket team fled the nation as the Taliban swept back to power. Earlier this month, players who settled in Australia told AFP they had been threatened for taking part in activities which brought “dishonour” to their faith, country or families. There is still debate over whether Afghanistan should lose its International Cricket Council membership for cutting women out of the game, a move which would effectively ban their men from playing international matches. But for 30-year-old Hamidullah, Monday night’s win offered an uncomplicated moment of joy. “We thank our national team from the bottom of our heart for this victory,” he said. “We waited forever to win against Pakistan, and finally, today was the day.”          Follow Al Jazeera English:"
BBC News,,India's Kuldeep takes two wickets in an over,Kuldeep Yadav takes the wickets of Saud Shakeel and Iftikhar Ahmed in the same over to put India in control against Pakistan at the Cricket World Cup.,https://www.bbc.co.uk/sport/av/cricket/67111733,https://ichef.bbci.co.uk/news/1024/cpsprodpb/D8E3/production/_131432555_p0gljdxn.jpg,2023-10-14 11:31:40.000000,"Kuldeep Yadav takes the wickets of Saud Shakeel and Iftikhar Ahmed in the same over to put India in control against Pakistan at the Cricket World Cup.
Follow live: India v Pakistan",Pakistan,
Al Jazeera English,Al Jazeera,Photos: Dozens of Afghans deported by Pakistan authorities,The crackdown on undocumented migrants mostly affecting some two million Afghans living in Pakistan without papers.,https://www.aljazeera.com/gallery/2023/11/1/photos-dozens-of-afghans-deported-by-pakistan-authorities,https://www.aljazeera.com/wp-content/uploads/2023/11/33ZL24U-highres-1698849032.jpg?resize=1920%2C1440,2023-11-01 19:13:25.000000,"Pakistani security forces have launched sweeps to arrest and deport Afghans who are in the country without papers, sending dozens back after a government-set deadline for them to leave expired.
The … [+1305 chars]",Pakistan,"In Pictures Pakistani security forces have launched sweeps to arrest and deport Afghans who are in the country without papers, sending dozens back after a government-set deadline for them to leave expired. The crackdown on undocumented migrants is mostly affecting some two million Afghans living in Pakistan without papers, though the government says it targets all undocumented or unregistered foreigners. The campaign has drawn widespread criticism from United Nations agencies, rights groups and the Taliban-led administration in Afghanistan. Pakistan’s interior minister said 64 Afghans were rounded up, detained and deported on Wednesday. “Today, we said goodbye to 64 Afghan nationals as they began their journey back home,” Interim Interior Minister Sarfraz Bugti wrote on X, formerly known as Twitter. “This action is a testament to Pakistan’s determination to repatriate any individuals residing in the country without proper documentation.” Thousands of refugees had crammed into trucks and buses on Tuesday and headed to the two key border crossings to return home to avoid arrest and forced deportation. According to the UN agencies, there are more than two million undocumented Afghans in Pakistan, at least 600,000 of whom fled after the Taliban takeover in 2021. Relations between Pakistan and Afghanistan’s Taliban-led administration have become strained over the past two years because of stepped-up attacks by the Pakistani Taliban, a separate militant group that is allied with the Afghan Taliban. Follow Al Jazeera English:"
Al Jazeera English,Al Jazeera,Pakistan beat Bangladesh by seven wickets in ICC Cricket World Cup,Opener Fakhar Zaman marked his return with 81 runs as Pakistan beat Bangladesh in Kolkata.,https://www.aljazeera.com/sports/2023/10/31/pakistan-beat-bangladesh-by-wickets-in-icc-cricket-world-cup-2023,https://www.aljazeera.com/wp-content/uploads/2023/10/AP23304513267132-1698763246.jpg?resize=1920%2C1440,2023-10-31 15:07:44.000000,"Pakistan have kept alive their slim hopes of qualifying for the semifinals of the ICC Cricket World Cup by defeating Bangladesh by seven wickets, thanks to an opening partnership of 100 runs between … [+583 chars]",Pakistan,"Fakhar Zaman marked his return to the side with 81 runs as Pakistan beat Bangladesh by seven wickets at Eden Gardens, Kolkata. Pakistan have kept alive their slim hopes of qualifying for the semifinals of the ICC Cricket World Cup bydefeating Bangladesh by seven wickets, thanks to an opening partnership of 100 runs between Abdullah Shafique and Fakhar Zaman. Zaman marked his return to the side with a belligerent knock of 81 runs as Pakistan chased the target of 205 in 32.3 overs at Eden Gardens in Kolkata on Tuesday. Earlier, Pakistan’s pace bowlers combined to take eight wickets as Bangladesh were dismissed for 204 runs in 45.1 overs. Electing to bat, Bangladesh could never really recover from a top order collapse as Pakistan’s three-pronged pace attack impressed with the new ball and were equally effective in the death overs with only Mahmudullah (56) managing a half-century for Bangladesh. The defeat, Bangladesh’s sixth, has ended Shakib al-Hasan’s team’s hopes of qualifying for the semifinals. Bangladesh have only won one match in the tournament. Pakistan have now won three matches from their seven and still have amathematical chanceof qualifying. Babar Azam’s men have moved to fifth place in the points table.          Follow Al Jazeera English:"
BBC News,,Rohit hits electrifying 50 - best shots,Watch the best shots from India skipper Rohit Sharma's brilliant half-century against Pakistan at the Cricket World Cup.,https://www.bbc.co.uk/sport/av/cricket/67112306,https://ichef.bbci.co.uk/news/1024/cpsprodpb/4C43/production/_131432591_p0gljwxk.jpg,2023-10-14 13:50:12.000000,"Watch the best shots from India skipper Rohit Sharma's brilliant half-century against Pakistan at the Cricket World Cup.
Follow live: India v Pakistan",Pakistan,
BBC News,,South Africa defy Pakistan to stay on course for semis,South Africa cling on to beat Pakistan by one wicket in the best game of the World Cup so far.,https://www.bbc.co.uk/sport/cricket/67240829,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/37B8/production/_131546241_aidenmarkramanddavidmiller.jpg,2023-10-27 17:18:55.000000,"<table>
<tr><td>ICC Men's Cricket World Cup, Chennai</td></tr><tr><td>Pakistan 270 (46.4 overs): Shakeel 52; Shamsi 4-60, Jansen 3-43</td></tr><tr><td>South Africa 271-9 (47.2 overs): Markram 91; Sh… [+3631 chars]",Pakistan,
Al Jazeera English,Al Jazeera Staff,"In cricket-crazy Kashmir, the India-Pakistan World Cup clash tests emotions",Many people in Indian-administered Kashmir support Pakistan over India in cricket - a risk when the rivals face off.,https://www.aljazeera.com/sports/2023/10/14/kashmir-india-pakistan-icc-cricket-world-cup-2023-clash,https://www.aljazeera.com/wp-content/uploads/2023/10/2018-04-12T103914Z_342727777_RC14F085D2B0_RTRMADP_3_INDIA-KASHMIR-1697276841.jpg?resize=1920%2C1440,2023-10-14 14:46:05.000000,"Indian-administered Kashmir Its always a highly charged affair whenever India and Pakistan play each other in cricket, but in the disputed, conflict-torn region of Kashmir, its on another level entir… [+7610 chars]",Pakistan,"Many people in Indian-administered Kashmir support Pakistan over India in cricket – a risk when the rivals face off. Indian-administered Kashmir –It’s always a highly charged affair wheneverIndia and Pakistanplay each other in cricket, but in the disputed, conflict-torn region of Kashmir, it’s on another level entirely. As in the past, Saturday’s ICCCricket World Cup clashbetween the two countries, held in the northern Indian city of Ahmedabad, brings risks – as well as some opportunities – to residents in cricket-crazed, Indian-administered Kashmir. Traditionally, most residents in Kashmir have supported Pakistan in every sport. But in cricket, emotions can especially boil over, sometimes leading to protests. The locals in the Muslim-majority region justify their outbursts by citing the frustrations and pressures of life under the long-standing conflict, calling it the reflection of Kashmir’s “political reality”. “When it comes to cricket, people mostly support the Pakistan team,” said Musharraf, an avid cricket fan in north Kashmir’s Baramulla town. “The match’s outcome could mean celebrations or otherwise in the region.” The main bone of contention in India and Pakistan’srocky relationshipis Kashmir; two of the three wars they’ve fought have been over the region. While both countries administer a part of the divided territory, they both claim the region in its entirety. In Kashmir, Indian governments have long used cricket as a “loyalty” test for locals, but the pressure has greatly intensified under the right-wing, Hindu-nationalist rule of the Bharatiya Janata Party (BJP), in power since 2014. “I remember from my childhood days, the celebrations of Pakistan winning the game used to be unique. The fans would burst firecrackers and women would sing in the streets in praise of the favourite cricketers, but all that has changed now,” said 35-year-old Muhammad, a cricketer who has played in five interstate cricket tournaments. “There are curbs on free expression and one can’t support the Pakistan team openly.” Since theabrogation of Article 370in 2019, when the authorities stripped the region of its limited autonomy, there has been acrackdown on dissent. During every India-Pakistan match, the security and intelligence agencies keep an eye on social media activities – and the surveillance has reached an unprecedented level. Kashmiris now fear that openly expressing their support for the Pakistan cricket team could land them in jail. The authorities have taken legal action against people posting tweets or WhatsApp statuses favouring the Pakistani team. In some cases, individuals have also been charged under thestringent antiterrorism lawthe Unlawful Activities Prevention Act (UAPA). There have also been several instances when Kashmiri students studying outside the region were physically assaulted or arrested after India lost a cricket match to Pakistan. On Friday evening, the Jammu and Kashmir Students Association (JKSA), a local student union, advised students studying in India to refrain from posting about cricket on social media. Many residents of Kashmir say they will also be more cautious in expressing their feelings during this Cricket World Cup. “It is impossible to support the Pakistan cricket team even if done in the spirit of sportsmanship. Such support is easily construed as an anti-national act. If the government does not punish us, then random ring-wing users on social media will,” a 32-year-old resident of Srinagar, who did not want to be named, told Al Jazeera. He said that Kashmiris have been doxxed – whereby private information such as addresses or contact details are posted online – and also suspended or fired from jobs over support for Pakistan’s cricket team. “Such an intimidating climate automatically forces us to censor our expressions,” he said, before adding that it has not diminished the craze for cricket in Kashmir.      Inside Church Lane in Srinagar, a high-security location that houses the residence of the region’s top bureaucrats and officers, young girls and boys are busy playing cricket under the shade of chinar trees at Sher-I-Kashmir Cricket Stadium. The stadium was named after the first prime minister of Kashmir, Muhammad Sheikh Abdullah, known as “sher” (“lion”) to his supporters, whose National Conference party has ruled for most of the last seven decades in the region The stadium has held prominent cricket matches – including two one-day internationals – as well as historic political gatherings in the last 35 years. The first ODI match there was held in October 1983 between the West Indies and India, but was marred with protests when residents hooted and cheered for the West Indies. Some locals also dug up the pitch during the lunch break. The second international match was played in 1986 between India and Australia where locals cheered for Australia, who won the match. Even amid itspassion for the sport, Kashmir has failed to produce many top cricketers – except for the few such as Parvez Rasool and Umran Malik – which experts blame on the lack of infrastructure and opportunities. There are many youngsters like high-school student Sameer Farooq, 17, who face challenges and hardships to keep their passion going for the game. Every day Farooq, from Sursyar village in the central district of Budgam, makes a three-hour round trip to practise in Srinagar, which has better facilities. The round trip costs $2.60; a big expense for his family, as his father earns just $9 a day as a labourer. “My family is poor and I [often] can’t afford to travel for cricket training or buy a kit. But I am very passionate and believe that good players emerge from small homes,” said Farooq, whose favourite cricketer is Indian starVirat Kohli. The passion for cricket is no less ardent among the region’s young women. Armeen Riyaz, 20, who grew up playing cricket with her brother in the streets of Srinagar, home to some 1.4 million residents, practises daily at the local cricket academy. “When I walk carrying the cricket kit, people think I am wasting my life. But my family supports me,” she says adding, that she dreams of playing in the Indian women’s cricket team.       Meanwhile, the hosting of the World Cup in India also means business for Kashmir’s famedcricket bat manufacturers. Faizan Mir, 28, who owns a bat manufacturing unit in the outskirts of Srinagar’s Pampore area, says that if India win the World Cup, it will boost his sales as the demand for the bats rises in Indian markets. “There is a lot of enthusiasm about cricket in India. The sales have already gone up due to the World Cup but if India wins, the sales will triple,” said Mir, who runs a bats and clefts manufacturing company Enrival. Mir hopes that international matches return to Kashmir. “I hope the big matches are also played in Kashmir, too.” On Saturday, at a cafe on the banks of Dal Lake in Srinagar, Indian tourists and local residents were watching theIndia vs Pakistan matchtogether. But there was little excitement from the fans of the Pakistan cricket team due to their poor performance. With the Pakistani team managing a meagre 192-all out after batting first, Kashmiri fans were largely watching the match in silence. “Pakistan are always unpredictable. This time they played really bad,” said Shameem, a Pakistan fan who came to the cafe with her son. “They [Pakistan team] spoiled our mood … we will go outside and relax. India played really well.” However, tourists supporting the Indian team were cheering every ball that Indian captain Rohit Sharma hit. “We knew our team would bash them [the Pakistan team],” Mahesh Kumar, a tourist from the state of Uttar Pradesh, said, just before India saw out a seven-wicket victory. “This is a double treat to watch.”          Follow Al Jazeera English:"
Al Jazeera English,Al Jazeera,Afghanistan shock rivals Pakistan in historic Cricket World Cup win,"After beating England, Afghanistan pull off their second shock of the World Cup - thumping Pakistan by eight-wickets.",https://www.aljazeera.com/sports/2023/10/23/afghanistan-shock-pakistan-historic-icc-cricket-world-cup-win,https://www.aljazeera.com/wp-content/uploads/2023/10/AP23296599339925-1698079471.jpg?resize=1920%2C1440,2023-10-23 16:54:46.000000,"Afghanistan created another big upset at the Cricket World Cup as they thumped struggling Pakistan by eight wickets to win two games at the same edition of the tournament for the first time.
After s… [+2153 chars]",Pakistan,"After beating England, Afghanistan pull off their second shock of the Cricket World Cup – thumping Pakistan by eight wickets. Afghanistan created another big upset at the Cricket World Cup as theythumped struggling Pakistanby eight wickets to win two games at the same edition of the tournament for the first time. Afterstunning Englandeight days ago, the ninth-ranked Afghans celebrated only their third-ever win at the World Cup on Monday, the other coming against Scotland in 2015 in their first appearance. An aggressive 130-run opening stand between Ibrahim Zadran (87) and Rahmanullah Gurbaz (65) orchestrated Afghanistan’s 286-2 in 49 overs against out-of-sort Pakistan’s pace and spin bowling. Rahmat Shah and captain Hashmatullah Shahidi built on the solid first-wicket stand by sharing an unbeaten 96-run third-wicket stand. Shah remained unbeaten on 77 while Shahidi scored 48 not out as he raised the victory with a boundary against Shaheen Afridi at square leg. Pakistan, which won the toss and elected to bat, made 282-7 against a spin-heavy quartet with captain Babar Azam (74) and Abdullah Shafique (58) scoring half-centuries. It was Pakistan’s first loss in a one-day international (ODI) against Afghanistan, which bettered its previous highest successful ODI chase of 274 made against the United Arab Emirates nine years ago. “The way we chased today was very professional,” Shahidi said in his post-match interview. We will try our best to play positive cricket, and do a lot for our country … The game was in our hands from the beginning until the end.”  Azam rued Pakistan’s failure to take wickets in the middle overs after setting a decent total. “In a World Cup, if you are not good even in one department, you lose. We started well while bowling, but we couldn’t take wickets,” Azam said in his post-match interview. “All credit to Afghanistan. We are not playing good cricket, [especially] in bowling and fielding … There was no pressure on their batsmen.” A third successive defeat pushed Pakistan into a must-win situation for a place in the semifinals with only four points from five matches. Afghanistan also kept their slim hopes alive with four points in as many games as they moved into the number six spot, behind Pakistan on net run-rate, leaving England at the bottom of the table. The top four teams out of 10 in the round-robin stage qualify for the semifinals.           Follow Al Jazeera English:"
Al Jazeera English,Al Jazeera,Taliban urges Pakistan to grant more time for undocumented Afghans to leave,Pakistan has given 1.7 million undocumented Afghans in the country until November 1 to leave voluntarily or be deported.,https://www.aljazeera.com/news/2023/11/1/taliban-urges-pakistan-to-grant-more-time-for-undocumented-afghans-to-leave,https://www.aljazeera.com/wp-content/uploads/2023/11/afghans-1698841625.jpeg?resize=1920%2C1440,2023-11-01 14:29:12.000000,"Afghanistans Taliban government has urged Pakistan to give undocumented Afghans in the country more time to leave as pressure mounts at border posts where thousands of returnees have gathered, fleein… [+3815 chars]",Pakistan,"Pakistan has given 1.7 million undocumented Afghans in the country until November 1 to leave voluntarily or be deported. Afghanistan’s Taliban government has urged Pakistan to give undocumented Afghans in the country more time to leave as pressure mounts at border posts where thousands of returnees have gathered, fleeing the threat of deportation. The Pakistani government has given 1.7 million undocumented Afghans in the country until November 1 to leave voluntarily or be forcibly removed. More than 130,000 people have left Pakistansince the order was given at the start of October, according to Pakistani border officials, creatingbottlenecks on either side of crossing points. Taliban authorities thanked Pakistan and other countries that have hosted millions of Afghans who fled during decades of conflict. However, in a statement late on Tuesday, they also “asked them to not forcibly deport Afghans with little notice but to give them time to prepare”.      Tens of thousands leave Pakistan has said it will begin an effort on Thursday to round up and expel anyone still in the country, after setting the deadline in October to begin expelling all undocumented immigrants, including hundreds of thousands of Afghans. A senior official in the northwest province of Khyber Pakhtunkhwa bordering Afghanistan said about 104,000 Afghan nationals had left through the main Torkham border crossing during the last two weeks. “Some of them have been living in Pakistan for more than 30 years without any proof of registration,” said Nasir Khan, the deputy commissioner of the area. An as yet undetermined number have also left via the Chaman border crossing in the southwestern province of Balochistan. Pakistan’s interior ministry said 140,322 of those who had stayed without documents had left. “A process to arrest the foreigners … for deportation has started by November 1,” it said in a statement, adding that voluntary return would still be encouraged. Of the more than four million Afghans living in Pakistan, the government estimates 1.7 million are undocumented. Regional tensions Since taking power, the Taliban government has urged Afghans to return home but has also condemned Pakistan’s actions, saying nationals are being punished for tensions between Islamabad and Kabul. Pakistan has said the deportations are to protect its “welfare and security” after a sharp rise in attacks, which the government blames on armed groups operating from Afghanistan. The Taliban has rejected the claim, saying, “In countries where Afghans live, they have not threatened the security of those countries, nor have they been the cause of instability.” The statement criticised Pakistan for restrictions on what Afghans could bring across the border, including property, such as livestock and cash. Border officials on the Afghan side at the Torkham crossing in eastern Afghanistan said they were facing an “emergency situation” as they tried to keep up with thousands of arrivals. An ad hoc settlement has sprung up near the border post, where people sleep outdoors with limited access to food, water and medicines as they wait for registration. The government has established a high commission to address the issue and said two temporary camps would be set up in the area near Torkham. Wednesday’s statement also urged wealthy Afghans to work with the high commission to support returnees with transport, accommodation and shelter. Officials have said staff, technical reinforcements and trucks carrying mobile toilets, generators and water tankers were being deployed to Torkham. A high-level government delegation visited Torkham on Tuesday, pledging support to returnees who had been “forcibly evicted by the Pakistani government against all the norms, good neighbourliness and humanitarian sentiments”.          Follow Al Jazeera English:"
